ACTA_ANIO|ACTA_NUMERO
2025|163272
2025|163612
2025|163655
2025|163928
2025|163975
2025|163990
2025|164429
2025|165104
2025|171060
2025|171245
2025|171745
2025|171747
2025|171816
2025|171860
2025|171867
2025|172246
2025|172247
2025|172255
2025|172436
2025|172542
2025|172786
2025|172847
2025|173094
2025|173363
2025|173702
2025|173766
2025|174017
2025|174360
2025|174447
2025|174465
2025|174726
2025|175222
2025|175376
2025|175719
2025|183702
2025|183895
2025|183984
2025|184620
2025|184778
2025|185024
2025|185059
2025|185481
2025|185538
2025|185561
2025|185621
2025|185745
2025|185929
2025|185930
2025|185936
2025|185977
2025|186619
2025|186733
2025|186755
2025|186791
2025|187136
2025|187731
2025|213114
2025|215633
2025|216410
2025|217714
2025|218768
2025|188000
2025|188025
2025|188026
2025|188065
2025|188361
2025|188390
2025|188410
2025|188738
2025|189053
2025|189244
2025|189319
2025|189330
2025|189402
2025|189589
2025|189695
2025|190173
2025|190252
2025|198198
2025|197279
2025|197633
2025|197646
2025|197750
2025|198139
2025|198301
2025|198641
2025|199185
2025|199201
2025|199218
2025|199501
2025|200042
2025|200436
2025|200546
2025|201063
2025|201213
2025|201427
2025|201429
2025|201631
2025|201656
2025|201990
2025|202021
2025|202324
2025|202404
2025|202498
2025|202577
2025|202612
2025|202619
2025|202726
2025|203260
2025|203382
2025|203408
2025|203593
2025|203794
2025|203806
2025|204080
2025|204330
2025|204350
2025|204536
2025|204551
2025|212958
2025|213205
2025|213308
2025|213549
2025|213774
2025|214181
2025|214339
2025|214476
2025|214569
2025|215025
2025|215111
2025|215189
2025|215283
2025|215322
2025|215577
2025|215634
2025|215906
2025|216137
2025|216640
2025|217037
2025|217254
2025|217450
2025|217468
2025|217979
2025|218051
2025|218116
2025|218201
2025|218209
2025|218250
2025|218784
2025|219053
2025|219360
2025|219398
2025|219609
2025|219680
2025|219850
2025|219907
2025|219973
2025|219977
2025|220540
2025|228153
2025|228177
2025|228293
2025|228389
2025|228444
2025|228663
2025|228718
2025|228769
2025|228938
2025|229173
2025|229407
2025|230140
2025|230310
2025|230331
2025|230480
2025|230723
2025|231297
2025|231515
2025|231749
2025|232161
2025|232296
2025|232416
2025|232496
2025|232541
2025|232571
2025|232739
2025|233126
2025|233674
2025|233720
2025|233982
2025|240596
2025|240980
2025|241034
2025|241150
2025|241408
2025|241504
2025|242052
2025|242092
2025|242135
2025|242245
2025|242734
2025|243120
2025|243204
2025|243286
2025|243675
2025|243893
2025|244798
2025|244953
2025|245141
2025|245170
2025|245569
2025|245653
2025|245891
2025|245927
2025|246181
2025|246306
2026|252712
2026|253738
2026|254868
2026|255290
2026|261560
2026|262996
2026|263402
2026|265636
2026|276793
2026|277543
2026|288900
2026|290550
2026|277210
2026|278901
2024|27949
2024|39243
2024|15
2024|5
2024|1387
2024|15264
2024|12419
2024|13473
2024|15400
2024|14088
2024|11230
2024|15955
2024|12499
2024|27
2024|43
2024|14744
2024|17002
2024|19667
2024|59
2024|17905
2024|83
2024|90
2024|99
2024|33146
2024|35378
2024|1415
2024|15716
2024|17311
2024|31560
2024|34821
2024|103
2024|1801
2024|16898
2024|19014
2024|125
2024|144
2024|114
2024|1565
2024|37483
2024|13607
2024|14720
2024|11639
2024|168
2024|18534
2024|164
2024|1621
2024|20131
2024|181
2024|1896
2024|11447
2024|17291
2024|38597
2024|259
2024|155
2024|161
2024|32376
2024|35073
2024|10861
2024|277
2024|51727
2024|51620
2024|248
2024|35289
2024|230
2024|220
2024|218
2024|18195
2024|215
2024|214
2024|212
2024|211
2024|202
2024|49837
2024|35561
2024|392
2024|368
2024|363
2024|343
2024|334
2024|317
2024|315
2024|295
2024|36233
2024|47418
2024|13083
2024|17894
2024|50089
2024|32881
2024|857
2024|13283
2024|14290
2024|16243
2024|18993
2024|33257
2024|46910
2024|48253
2024|49845
2024|64872
2024|577
2024|576
2024|575
2024|560
2024|555
2024|545
2024|534
2024|532
2024|510
2024|482
2024|493
2024|411
2024|401
2024|399
2024|1662
2024|14043
2024|19466
2024|65234
2024|34540
2024|10878
2024|12029
2024|15229
2024|18770
2024|712
2024|703
2024|697
2024|698
2024|702
2024|684
2024|678
2024|675
2024|663
2024|647
2024|626
2024|622
2024|609
2024|64364
2024|60657
2024|80367
2024|796
2024|887
2024|803
2024|807
2024|813
2024|828
2024|833
2024|835
2024|845
2024|859
2024|877
2024|959
2024|976
2024|79966
2024|11669
2024|13105
2024|14835
2024|15204
2024|16075
2024|17932
2024|19091
2024|920
2024|921
2024|948
2024|958
2024|995
2024|1000
2024|1032
2024|1038
2024|1146
2024|15829
2024|1156
2024|1167
2024|1169
2024|1016
2024|1018
2024|1021
2024|751
2024|738
2024|737
2024|722
2024|1180
2024|1185
2024|1202
2024|1130
2024|1103
2024|1112
2024|1048
2024|1054
2024|1056
2024|1062
2024|1207
2024|1212
2024|1220
2024|1221
2024|1228
2024|1239
2024|1238
2024|1249
2024|61302
2024|62461
2024|1295
2024|1299
2024|1311
2024|1468
2024|1404
2024|1901
2024|1906
2024|1924
2024|10850
2024|10947
2024|10980
2024|11027
2024|11028
2024|61734
2024|11119
2024|81840
2024|11205
2024|11219
2024|11224
2024|11241
2024|11278
2024|11284
2024|11311
2024|11319
2024|11321
2024|11326
2024|11345
2024|11411
2024|11372
2024|11427
2024|11494
2024|11497
2024|11523
2024|11527
2024|11545
2024|11549
2024|11451
2024|11466
2025|51070
2025|60637
2024|11556
2025|66296
2024|11573
2024|11577
2024|11611
2024|11614
2024|11629
2024|11632
2024|11634
2025|77357
2024|11648
2024|11655
2024|11663
2024|11685
2024|11699
2024|11724
2024|11736
2024|11753
2024|11754
2024|11772
2024|11774
2024|11792
2024|11806
2024|11811
2024|11815
2024|11820
2024|11821
2024|11835
2024|11854
2024|11866
2024|11870
2024|11877
2024|11891
2024|11895
2024|11902
2024|11906
2024|11923
2024|13696
2024|62262
2024|11924
2024|11930
2024|11940
2024|11955
2024|11958
2024|11975
2024|33771
2024|63979
2024|11992
2024|11993
2024|12013
2024|12024
2024|12036
2024|12042
2024|12049
2024|12060
2024|12061
2024|12091
2024|12112
2024|12118
2024|12128
2024|12142
2024|12173
2024|12198
2024|12199
2024|12219
2024|12221
2024|12324
2024|12252
2024|12270
2024|15769
2024|12296
2024|12305
2024|12309
2024|12310
2024|12322
2024|12356
2024|12359
2024|12360
2024|12365
2024|12400
2024|12406
2024|12409
2024|12439
2024|12471
2024|12482
2024|12495
2024|12511
2024|12512
2024|12529
2024|12534
2024|12535
2024|12553
2024|12559
2024|12562
2024|12569
2024|12617
2024|12639
2024|12661
2024|12679
2024|12681
2024|12689
2024|12765
2024|12777
2024|12790
2024|12829
2024|12852
2024|12857
2024|12992
2024|13018
2024|13022
2024|13023
2025|78811
2024|13041
2024|13061
2024|13065
2024|13073
2024|13074
2024|13075
2024|13079
2024|13109
2024|13133
2024|13173
2024|13181
2024|52681
2024|62335
2024|65219
2024|93891
2024|13210
2024|13223
2024|13255
2024|13276
2024|13277
2024|13286
2024|13300
2024|13317
2024|13321
2024|13334
2024|13345
2025|103655
2024|49438
2025|105631
2024|13402
2024|13447
2024|13465
2024|13467
2024|13475
2024|13481
2024|13486
2024|13488
2024|13500
2024|13537
2024|13579
2024|13594
2024|13602
2024|13618
2024|13674
2024|13676
2024|13855
2024|13860
2024|13870
2024|13950
2024|14078
2024|14086
2024|14324
2024|14359
2024|15073
2024|14409
2025|114379
2024|14270
2024|14583
2024|14631
2024|77620
2024|32406
2024|96372
2024|14719
2024|14766
2024|14795
2025|114438
2024|14838
2024|14854
2024|14879
2024|14900
2024|14961
2024|15114
2024|15118
2024|15153
2024|15158
2024|15172
2024|16331
2024|135
2024|800
2024|837
2024|852
2024|878
2024|884
2024|1278
2024|1438
2024|1458
2024|1462
2024|1530
2024|1894
2024|11212
2024|11799
2024|12871
2024|13338
2024|13706
2024|14075
2024|14235
2024|14357
2024|15024
2024|15197
2024|15299
2024|15369
2024|15424
2024|15464
2024|15466
2024|15560
2024|15607
2024|15767
2024|15787
2024|15827
2024|15928
2024|16108
2024|16128
2024|16216
2024|16228
2024|16286
2024|16294
2024|16422
2024|16464
2024|16516
2024|16547
2024|16583
2024|16650
2024|16675
2024|16762
2024|16895
2024|17132
2024|17165
2024|17231
2024|17285
2024|17421
2024|17467
2024|17576
2024|17935
2024|17989
2024|18052
2024|18053
2024|18157
2024|18338
2024|18437
2024|18458
2024|18487
2024|18507
2024|18661
2024|19037
2024|19041
2024|19293
2024|19579
2024|19639
2024|19641
2024|19643
2024|19646
2024|19648
2024|19649
2024|19652
2024|19659
2024|19662
2024|19671
2024|19672
2024|19697
2024|19703
2024|19717
2024|19721
2024|19760
2024|19769
2024|19842
2024|19849
2024|19883
2024|19886
2024|19889
2024|19890
2024|19891
2024|19907
2024|20006
2024|20009
2024|20034
2024|20036
2024|20069
2024|20074
2024|20080
2024|20086
2024|20121
2024|20124
2024|20129
2024|20154
2024|20169
2024|20171
2024|20174
2024|20180
2024|20197
2024|20201
2024|20256
2024|20287
2024|20304
2024|20331
2024|20344
2024|20351
2024|20358
2024|20363
2024|20366
2024|20371
2024|20373
2024|20382
2024|20391
2024|20392
2024|20400
2024|20456
2024|20481
2024|20502
2024|20530
2024|31204
2024|31214
2024|31464
2024|31469
2024|31542
2024|31639
2024|31649
2024|31659
2024|31740
2024|32039
2024|32054
2024|32059
2024|32096
2024|32126
2024|32160
2024|32162
2024|32195
2024|32251
2024|32260
2024|32263
2024|32264
2024|32270
2024|32273
2024|32290
2024|32300
2024|32322
2024|32329
2024|32330
2024|32334
2024|32352
2024|32401
2024|32403
2024|32415
2024|32419
2024|32432
2024|32446
2024|32459
2024|32465
2024|32466
2024|32531
2024|32545
2024|32553
2024|32560
2024|32572
2024|32590
2024|32594
2024|32605
2024|32608
2024|32619
2024|32623
2024|32631
2024|32633
2024|32646
2024|32650
2024|32653
2024|32658
2024|32662
2024|32681
2024|32684
2024|32687
2024|32688
2024|32689
2024|32734
2024|32780
2024|32782
2024|32799
2024|32827
2024|32856
2024|32884
2024|32900
2024|32908
2024|32940
2024|32973
2024|33003
2024|33033
2024|33089
2024|33272
2024|33324
2024|33457
2024|33680
2024|33886
2024|33955
2024|34036
2024|34113
2024|34375
2024|34489
2024|34679
2024|34763
2024|34804
2024|34979
2024|35048
2024|35127
2024|35275
2024|35332
2024|35902
2024|35991
2024|36006
2024|36013
2024|36063
2024|36242
2024|36328
2024|36363
2024|36395
2024|36484
2024|36519
2024|36581
2024|36612
2024|36632
2024|36701
2024|36753
2024|36776
2024|36982
2024|37065
2024|37107
2024|37136
2024|37343
2024|37513
2024|37543
2024|37789
2024|37818
2024|37865
2024|37867
2024|37982
2024|38006
2024|38087
2024|38257
2024|38422
2024|38467
2024|38541
2024|38660
2024|60079
2024|60104
2024|60277
2024|60325
2024|60517
2024|60535
2024|60566
2024|60598
2024|60736
2024|60931
2024|61012
2024|61030
2024|61045
2024|61084
2024|61143
2024|61274
2024|61306
2024|61425
2024|61427
2024|61444
2024|61456
2024|61525
2024|61645
2024|61671
2024|61767
2024|61856
2024|62037
2024|62094
2024|62529
2024|62538
2024|62604
2024|62616
2024|62678
2024|62708
2024|62731
2024|62745
2024|62772
2024|62814
2024|62950
2024|63048
2024|63124
2024|63126
2024|63145
2024|63209
2024|63331
2024|63354
2024|63416
2024|63481
2024|63636
2024|63661
2024|63788
2024|63809
2024|63932
2024|63958
2024|64065
2024|64258
2024|64276
2024|64355
2024|64595
2024|64679
2024|64856
2024|64893
2024|65032
2024|65267
2024|65327
2024|65554
2024|65711
2024|65773
2024|65846
2024|65991
2024|66229
2024|66397
2024|66429
2024|66531
2024|66561
2024|66903
2024|66972
2024|67024
2024|67087
2024|67149
2024|67169
2024|67225
2024|67232
2024|67248
2024|67256
2024|67275
2024|67305
2024|46744
2024|46763
2024|67374
2024|46798
2024|67448
2024|67501
2024|67518
2024|67595
2024|67707
2024|47076
2024|67757
2024|67903
2024|47308
2024|67957
2024|67993
2024|47422
